sentence,language
Motor adskilt,da
for mange brud,da
"Ja, det er det",da
Logik,da
Diagnose: defekt lysdiode,da
lfz,da
mulig luftlås,da
Besøgende til kilde og retur,da
Meget svær at samle korrekt igen,da
sandsynligvis snavs i kontakten,da
Har brug for en ny skærminverter,da
rettet,da
Pulseren virker ikke,da
Det er okay,da
Dampmoppe,da
Starter ikke og lugter,da
"uklart, hvordan delene skal passe",da
knækket ledning,da
Kabelstykke,da
Kontakt og batteri,da
Ingen fejl at finde efter måling,da
dårlig elektrisk forbindelse,da
Vil ikke dampe/varme op,da
"Kører ikke altid, stopper ofte",da
Billedlæst diode i uorden,da
Falsk kontakt ved hastighed 3,da
termosikring udskiftet,da
stopper,da
blev kablet afbrudt,da
Kontakt fra,da
Løsnet på kontakten,da
Værket er defekt og kører ikke,da
Plaststykket lukker ikke længere,da
adskilt,da
Vanskelig at skille ad!,da
Patronproblem,da
Kontakterne er renset og justeret,da
Batterirummet er defekt,da
modul defekt,da
bagkontakt knækket af,da
Forsyningskablet er beskadiget,da
nye motorbørster monteret,da
Sammenfiltrede tråde,da
For langsom,da
Intet galt,da
DVD-drev defekt,da
Nøglering med led-kat - Saml igen,da
Netkabel fornyet,da
Type: håndholdt støvsuger,da
Kan ikke armeres,da
"Tjek, om grafikkortet er skiftet",da
Batteri?,da
rengør og udskift tætningen,da
Skærer ud,da
suger ikke,da
meget rodet med gips,da
Pæren flimrer,da
Lodningen er genoptaget,da
Lfz.60: Undertråden er ikke hævet,da
"Fast, løst blad",da
Kontaktspray i potterne,da
Laptop-skærmen virker ikke,da
Opladerens placering er flyttet,da
Defekte lyspærer,da
Intet batteri i enheden,da
intermitterende jordlækage,da
Vil gøre mere derhjemme,da
HF-del umulig at reparere,da
lukker ikke ordentligt,da
Hænderne drejer ikke længere,da
Udskiftet termisk sikring,da
Mulig kondensatorfejl,da
"transformer, der skal udskiftes",da
Køb en ny del til fix globe,da
Monter ny del,da
Boret løsner sig under boringen,da
Opdatering af smartphone,da
Vi kunne ikke reparere den,da
GPS-hardwaren er i stykker,da
"Tænder, men led'en lyser ikke",da
ledningen knækkede ved spolen,da
Støvsugeren er i stykker,da
Lidt flimren,da
Ingen lydudgang,da
Tænd/sluk-knap,da
"Virker ikke, ingen kobling",da
usb-stik slukket,da
Kontakter snavsede,da
Kræver en ny kontakt,da
udskift batterier,da
Startkabler på tændingen,da
kassetter kan ikke afspilles,da
Brødet hæver igen med det samme,da
Propellen er skruet af i bunden,da
Hækfejer - Kabel med samlinger,da
Kul ?,da
Ledningen skåret over,da
motor kan ikke skilles ad,da
Årsag: Opladningsstik defekt,da
Låget kan ikke længere lukkes,da
"W I-håndtag, umuligt at åbne",da
Arbejder ikke længere,da
ny pæreholder nødvendig,da
Strømforsyningen er i stykker,da
Lys defekt,da
"ristet, men stopper ikke længere",da
Mekanisk bevægelse smurt,da
spole gevindspidser,da
Blottede kerner i strømkablet,da
"virker, men lugter brændt",da
Fungerer nu fint,da
Opvarmer ikke længere,da
til kilde led-pære og køleplade,da
Renset og smurt,da
Brødmaskine - i stykker,da
Fuldstændig død,da
Den var tydeligvis faldet ned,da
Løs/brækket ledning i kontakten,da
Element med åbent kredsløb,da
bliver ikke ved med at køre,da
Reparer den ødelagte kontakt,da
Bevægelsen er beskidt,da
Ikke en indlysende en,da
Umulig at skille ad,da
rengøres og justeres,da
"Netstik defekt, fornyet",da
Installer ny termosikring,da
Intet lys fra den,da
Netværkskabel defekt,da
Tilstoppet motor i krafthovedet,da
Kortslutning i apparatet,da
Defekt kondensator,da
Trykfoden støttes ikke af stoffet,da
Stående lampe med falsk kontakt,da
Fjernet uønskede konti,da
RCD udløser,da
Udskiftet stikkontakt,da
Kontakt til opladeren,da
anbefales at udskifte støvposen,da
Ser ok ud,da
Så virkede det igen,da
Rotor knækket,da
Dårlig printkvalitet,da
Brug for del og andet besøg,da
kører ikke jævnt - motor defekt,da
udbrændte modstande udskiftet,da
Fast sikkerhedsafbryder,da
Der var for mange fejl,da
"Der er givet råd,",da
Netledning beskadiget,da
Trænger til nyt varmeelement,da
suger ikke længere rent,da
CD-skuffen har løsnet sig,da
Del ikke fundet,da
Maskinen sliber i huset,da
defektortransistor,da
Kabel afbrudt,da
motor blokeret af rust,da
Det ved jeg ikke,da
Magneten svigtede,da
Vi kan ikke reparere den,da
konstruerede en ny messing windu,da
Razor Head -> ændret,da
Belysning,da
Reservedel monteret,da
Tallene ændrer ikke tiden,da
Uvist om det kan repareres,da
stop,da
beskadiget hoved,da
"Rulle defekt, fjeder knækket",da
"Del, der skal repareres",da
gevindhul skrue skrue savklinge,da
Rengøring af sålen,da
Diagnose: bælte ude af drift,da
Flyder blokeret,da
Noget med bremsen,da
Løs slange - ordnet,da
Installer Windows 7,da
"Ingen adgang, adgangskode glemt",da
Løsning: Test pærerne én efter én,da
Maskinen vil ikke dreje,da
Displayet forbliver mørkt,da
Hastighedskontrol tilsidesat,da
Ødelagt håndtag,da
bilen vil ikke tænde,da
Der skulle ikke ske mere,da
Elvarmeren tænder ikke længere,da
Fastgjort på plads og testet,da
"lukker ikke igen, løst kabel?",da
Enhed: stående ventilator,da
nogle gange nægter,da
Boksen åbner ikke længere,da
Fastklemt papir fjernet,da
Løsning af nålen - afkobling,da
Trykker kun delvist,da
Mekanismen er skudt løs,da
Gammel model,da
Ikke nok intern hukommelse,da
joystick-kontakter,da
motor vakler,da
Småpenge sidder fast indeni,da
Kontakt ødelagt,da
Farverne gengives ikke,da
Kan ikke ændre lydstyrken,da
Ledninger loddet og isoleret,da
Måske er det laseren?,da
Beskidt pumpehjul,da
Lagt sammen igen,da
Kan ikke ristes,da
Rådgivning om reparation af ipad,da
Vaffeljernet virker ikke længere,da
slukker for tidligt,da
vandlækage i drift,da
Over nogle besøg,da
Rensede kontakter og kontakt,da
Skærmen blev ikke vist korrekt,da
Ion-batteri med Wi,da
"Dampkoger, ingen damp",da
Afkalkning mislykkes,da
Glemt password,da
Uret virker ikke,da
Hastighed to virker ikke,da
Ustabil pc,da
Det var bare uddannelse!,da
Bekymret for sikkerheden,da
Enheden fungerer korrekt,da
Ellers fungerede den perfekt,da
Støvletørrer,da
Opstartsfejl,da
babyalarm,da
FJERNET GAMMEL MEKANISME,da
"Tænder, men starter ikke op",da
Den ville ikke længere lave kaffe,da
For at genoplade: ok,da
Skal afkalkes,da
"Kaffemaskine, lyser ikke op",da
Havde ingen oplader med,da
Slut med at dryppe,da
Går rundt i cirkler,da
brugerproblem,da
vand eller snavs i motoren,da
Baggrundsbelysning repareret,da
Jordingskabel,da
Forkert justering af shuttlen,da
Lampen lyser ikke længere,da
Rasler under blanding,da
Tastaturet er delvist defekt,da
kunne ikke sætte savboret på,da
Knap mangler,da
Mangel på motorolie,da
Vandlækage bagpå,da
Revet dysepakning skal udskiftes,da
Nylon-dims skal udskiftes,da
kabinettet lyser ikke længere,da
Bliver repareret senere,da
slukker og tænder automatisk igen,da
Strømforsyningsenheden brummer,da
Det vil han gøre derhjemme,da
Tablet - Problemer med skærmen,da
Slibning og opvarmning fungerer,da
ledningerne var tærede,da
Poti og kontakt renset,da
Der er kommet vand ind i bunden,da
"Tjekkede, hvad der var adgang til",da
gled løs,da
Hovedet er fjernet og rengjort,da
Rengjort motor,da
"Sikring fin, skal have ny ledning",da
barberer sig ikke længere,da
Hastighedskontakten er beskidt,da
Vælgerkontakt defekt,da
Modstanden er jordet,da
Den ene side oplades ikke,da
"ud af 2, der arbejdede",da
gør intet længere,da
rengør/test,da
Vækkeuret virker ikke længere,da
Det stopper aldrig,da
Kunden fik oplysninger fra ebay,da
"strøm OK, men ingen tv-modtagelse",da
Blandeskålen drejer ikke rundt,da
CD-afspiller - låget beskadiget,da
For mange krummer,da
Magnetron udskiftet,da
Men nu drejer motoren for hurtigt,da
Termisk beskyttelsesmotor defekt,da
Dårlig hjem-knap,da
Der er brug for et ekstra bælte,da
Løse klemmer,da
Ødelagte ledninger er loddet,da
Differentiel 300mA,da
Kulbørsterne var slidt op,da
Relæspole brændt af,da
Enheden kan stadig bruges,da
Ødelagt kondensator,da
Vil ikke folde sig ordentligt ud,da
Børsten drejede ikke rundt,da
Opdatering og justering,da
"Tænder, men ser bare sort ud",da
Ørekogle knækket af,da
Kan ikke læse cd'en,da
Batteriet dør,da
Mistænker LED-fejl,da
Strømafbryder i stykker,da
Tastaturet slingrer,da
Støv bliver brændt af elementet,da
Den havde skader på gearkassen,da
Papirstop fjernet,da
Kontakterne skulle renses,da
Meget snavset,da
Kan ikke købes,da
Ny pære brænder ikke,da
Brændt/smeltet/varmeskadet,da
Tænding og slukning virker ikke,da
Bliver ved med at slukke sig selv,da
Pladespilleren har sat sig fast,da
smurt med meget små dråber,da
Lodning dårlig,da
Resultatet er OK,da
samlet igen i korrekt rækkefølge,da
Strømstik skåret over af sneskovl,da
Støv mellem kontakterne,da
F) Termostat udskiftet,da
Ikke mere lyd,da
Den spiller ikke særlig længe,da
Gav råd om udskiftning,da
Kan ikke åbne,da
meget hård tændingsknap,da
Hikke,da
Kloning af en harddisk,da
Død,da
Genkender ikke CD,da
"Varmer, men forbliver ikke nede",da
Den ville ikke længere lyse op,da
Nøglerne virker ikke,da
at blæse sig selv op,da
Sjov støj - ødelagt kondensator,da
Årsag: Kontakten var korroderet,da
Motor nulstillet,da
Kondensatorer i stykker,da
Brødmaskine,da
Falsk kontakt i flere knapper (3),da
Kaffekværnen virker ikke,da
Dyson børsterulle smurt,da
Gav råd,da
Opvarmede handsker,da
Accepterer ikke strøm,da
ud af 10,da
Defekt stikindgang,da
Kabelbrud opdaget,da
"Rejsejern, beskadiget kabel",da
Drevet er defekt,da
ødelagt tandhjul,da
dårligt batteri,da
Motor nødvendig,da
Skålene forbliver blokerede,da
Fjeder på kontakt defekt,da
går ikkeLåg i stykker,da
Er ved at blive serviceret,da
Brud på strømkablet og lampefejl,da
Rådgivning om at bruge CD-rens,da
Kabelbrud Kabel udskiftet,da
For svært at reparere,da
Leje er løbet tør,da
tager ikke bladene fra bakken,da
Ledninger frakoblet adresseret,da
usikre ledninger,da
Mangel på tid til reparationer,da
vaklede,da
Lysene brænder ikke længere,da
Nu kan det ikke tændes,da
"Batterierne, og de var døde",da
Batteri udskiftet (virker nu),da
løst ladestik --nyt stik monteret,da
Elektronik korroderet,da
Dødt batteri,da
Svingende kontakt,da
Kortslutning under drift,da
Spolen spiller op,da
Kedlen ville ikke tænde,da
Dårligt håndværk,da
Fjederen på døren skal sættes i,da
Nedkølingsfunktionen virker ikke,da
ikke længere suges,da
Årsagen var et kontaktproblem,da
trilight - svingfunktion,da
Ledning knækket nær stik,da
Simpelthen et blokeret rør,da
Bliver hurtigt overophedet,da
USB-stikkene var defekte her,da
Krympet ledningen sammen igen,da
løs forbindelse i pedal fikset,da
Gulvet er helt forkalket,da
Stikkontakt skiftet,da
Man kan ikke længere høre noget,da
Rengøring og justering,da
reparationskontakt,da
Dårlig kontakt med kontakten,da
Strømkablet var slidt op,da
råd: udskift filteret,da
Beskidt kontakt,da
Knækbeskyttelse brudt,da
Problemet er løst,da
Indlæses ikke,da
Ny timer bestilt,da
Limede håndtaget på,da
Mikrofonledningen er beskadiget,da
loddet sammen igen,da
Strømstik defekt,da
Der er ingen opladningslampe,da
CD-transportmekanisme defekt,da
"Den lyser, men kniven drejer ikke",da
Internetfejl (videoer/film),da
Går ud igen med det samme,da
Afbrudt ydeevne,da
gearkasse i stykker,da
Kontakten er hoppet,da
Jordforbindelse Brødrest bøjet,da
enden af ledningen løsnet,da
"Kondensator defekt, brummer",da
Råd: Køb en ny oplader,da
elektrovanne HS,da
brænder ikke,da
Kameralinsen er ikke skarp,da
Køb ny gummiskraber,da
Udskiftet hængseltap til skakt,da
VDI-test ok,da
Kassetter afspilles ikke korrekt,da
"Begynder at mukke over 2,5",da
Ny ventil er nødvendig,da
fungerer ikke,da
virker nu,da
Reparerbarhed 8- vanskelig,da
Sluk/tænd-kontakt defekt,da
Justering af synkrone,da
Fodpedal virker ikke,da
rensede kulbunker,da
Finder en defekt kondensator,da
Rullen var knækket og repareret,da
Lyset tændes ikke,da
Lader den ikke op?,da
Fejlen var allerede kendt,da
Afkalkning skal udføres,da
Radio virker,da
DVD-drev ødelagt indeni,da
rensede alle filtre,da
Mini-TV,da
kontrolpanel til kedlen,da
sprængt kapsel med kaskadefejl,da
Bærbar computer - overophedning,da
Boret hul og indsat bolt,da
Lyden virker stadig,da
"Defekt, løs kontakt på lampen",da
Ingen lyd via forstærkeren,da
Stikket var løst,da
Årsag: Opvarmning defekt,da
Starter ikke op,da
Hoover Høj støj / dårlig sugning,da
Ude af drift,da
Udgangskabel flosset,da
Kabel forbyttet,da
udskriver ikke patroner tomme,da
armaturvikling defekt,da
Motorleje defekt,da
Afbryderknappen virker ikke,da
Ingen af delene,da
Elektrisk fejl?,da
Volumenkontrol er væk igen,da
Kører kun med batteri,da
Foreslår specialisthjælp,da
Udskiftning identificeret,da
Den ene højttaler virker ikke,da
lader ikke længere,da
Chucken er løs og griber ikke fat,da
termisk sikring defekt,da
Nålen kan ikke skiftes,da
Lysdioderne lyser ikke op,da
Tilstoppet diffusor,da
Fjernet og renset laserlinse,da
Omkoblet,da
Batteri skiftet (2. besøg),da
Loddet antenneledningen på,da
elektrisk ikke muligt,da
Tidsindstillet alarm,da
Tætningspakningen er lagt korrekt,da
saftpresser - mangler del,da
Lydstyrkeknap ok,da
renset,da
Varmelegemet var ude af drift,da
Udbrændt spole,da
udskift vedlagt,da
Den gør ingenting,da
Olielækage,da
Centralmodstand i dårlig stand,da
Kniven kører uden belastning,da
Varmeelementet tænder ikke,da
Vil ikke blive tændt,da
ny ledning virker uden kontakt,da
Drev ?,da
"Forurenet, rengjort",da
Reservedels-ID 864,da
Diagnose: defekt strømregulator,da
Kunden går efter en ny diode,da
Nålen går ikke op og ned,da
Blæser støvet - enhed rengjort,da
Gør det ikke godt,da
Popcornmaskinen virker ikke,da
Problem med printeren,da
"Løs kontakt, en smule forbedret",da
Skruet på og bøjet lige,da
Røgudvikling,da
Den burde have udfald nu og da,da
Nulstilling af systemet påkrævet,da
Rullemekanisme deaktiveret,da
Samlet igen,da
Klemmer loddet igen,da
Stik udskiftet,da
Strygejernet virker ikke,da
"Kabelbrud, kontakter nyloddet på",da
Ingen af lysene virker,da
luftfilter?,da
Konvektor: opvarmningen svigter,da
Micro USB-stikket skal udskiftes,da
Mobilklap bøjet,da
motoren burde ikke fungere,da
Magnetkondensatoren er udskiftet,da
ingen sugeevne,da
Trænger til reparation af hovedet,da
Oliestøj på kassettespole,da
E-check 17 i henhold til VDE,da
Blæser strøm,da
Elektriske problemer,da
Kører ikke pålideligt (gearkasse),da
PAT-test udført,da
Motoren larmer meget og stinker,da
Der sad krummer i termokontakten,da
Tegner ikke i papir,da
ny batterifjeder monteret,da
Ledningen strammes igen,da
Varmeelement med åbent kredsløb,da
Bundkortet er dødt,da
"Printeren viste ""ERRORCODE B200""",da
Reparerbarhed 1-Nem,da
Løs kontakt på kontakten,da
"Spole brændt af, afløb",da
Kablet sidder dårligt i enheden,da
Genloddet antenne og strøm,da
Trænger til ny mekanisme,da
Revnet håndtag,da
Installer harddisk,da
fjernet brødblokering,da
Forkalket?,da
Ingen teknisk manual tilgængelig,da
"Afmonteret, ledninger løse",da
Ruller ikke længere,da
kortslutning ved kontakt,da
Reparation er derfor umulig,da
Enkelte dele mangler,da
Naus - Blanding af tablet,da
For høj og kører ikke jævnt,da
Tøjdamper,da
Den genstartede ikke,da
zoomobjektivet virkede ikke,da
kunne ikke løse problemet,da
kartoffelspiralizer,da
Efter tørring var enheden i orden,da
ledningen indad,da
"Årsag: Forkert batteri, var løst",da
larmer meget + ryger?,da
Delvis fejl,da
Ødelagt ladestander - råd givet,da
Defekt del,da
Sidder fast i standbytilstand,da
Udskiftede den termiske sikring,da
batteriet kan ikke udskiftes,da
"Tænder, men læser ikke disken",da
Vi fandt gummiagtig olie indeni,da
Varmeproblem overophedning,da
Der var ingen fejl,da
Kontakt til afbryder,da
Fjern støv fra arbejdsområdet,da
roterer ikke ordentligt,da
nyt filter og renset,da
To nye termosikringe,da
Ingen reparation mulig,da
Ud over økonomisk reparation,da
Et kabel var blevet revet af,da
Holder sættes på plads,da
Intet problem fundet,da
Rensede lampestikkene,da
Ukorrekt brug,da
Ledning skåret over,da
Kontakten går ikke i indgreb,da
Brændt stik,da
Fikset kulbørsterne igen,da
Justerede stopskruen mod uret,da
Lejespil,da
Knust glas/ingen berøring,da
Lampen flimrer,da
Loddet tæt,da
Ingen strøm periodisk,da
Rådes til at købe nye børster,da
ingen bevægelse overhovedet,da
batteriet oplades ikke,da
Slib stativet ned,da
"Filtre rengøres, skal udskiftes",da
Ukendt - kunne ikke skilles ad,da
Opladningsporten er beskadiget,da
fejl: Waste toner box full,da
CD-rummet forbliver ikke lukket,da
Lejet var slidt op,da
Indstillingerne har siddet fast,da
Udskiftning af lampe,da
død central modstand,da
Det er blevet repareret,da
Slingrende top,da
Kan ikke dreje rundt,da
Den var meget svær at skille ad,da
Tænd/sluk-knappen svigter,da
kontakten er smurt,da
Hastighedskontrol defekt,da
Startknap mangler,da
Ur - stoppet,da
ledningsopruller virker ikke,da
Vandet løber ikke længere,da
for kompleks,da
Batterikontakterne er oxiderede,da
Det er ikke muligt,da
Der kommer ingen damp ud,da
Desuden blev et kabel udskiftet,da
Systemkort defekt Totalt tab,da
Lampen tænder ikke,da
filter meget snavset,da
Sandsynligvis en brugerfejl,da
opladerledning i stykker,da
"Ja, noget er knækket af",da
Foråret er knækket,da
Ersatdel monteret,da
Akslen var knækket,da
gør ikke længere noget,da
Rensede tørret blæk ud,da
ledning i stykker,da
forsømmelse,da
Den blander/drejer ikke længere,da
Test batteri,da
Ødelagt keramisk lampefod,da
www,da
Rettet med sugru,da
"nyt kabel, ren olieblæser",da
løs kontakt ved motor repareret,da
Er stikket knækket?,da
W292,da
rengør tastaturet,da
køb ny del hos handyman,da
Råd: køb bedre tråd,da
Kontaktstifter skubbet ind,da
Støv fjernes,da
Telefonen er OK,da
Opladeren er i stykker,da
Der var et kabelbrud ved stikket,da
ledningen ruller ikke længere op,da
Linjefejl,da
"Gevindspænding, olie, snavs",da
Den kunne ændres,da
